Domain,Phylum,Class,Order,Family,Genus,Species,best_hit
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,Burkholderia_sp.,ASV 2384: 1d2a2e1a9d49d8f125ac383009f54a39:Burkholderia_sp.
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,Burkholderia_sp.,ASV 2385: c35ca4a561fa589f5502fcdeff75f955:Burkholderia_sp.
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,g__Burkholderia-Caballeronia-Paraburkholderia,ASV 2386: a9fe743128185cb46d89f1232095d7d5:g__Burkholderia-Caballeronia-Paraburkholderia
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,g__Burkholderia-Caballeronia-Paraburkholderia,ASV 2387: f01ad84acee7902baa345bf463cda081:g__Burkholderia-Caballeronia-Paraburkholderia
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,g__Burkholderia-Caballeronia-Paraburkholderia,ASV 2388: 06f0455adecfc3e97daaa138a3458bb5:g__Burkholderia-Caballeronia-Paraburkholderia
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,Burkholderia_sp.,ASV 2389: 4adca7c37a015abbe20aa98b74608fdf:Burkholderia_sp.
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,f__Rhodocyclaceae,f__Rhodocyclaceae,ASV 2390: 091286d07d52688e89a5d945236a9482:f__Rhodocyclaceae
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Gallionellaceae,f__Gallionellaceae,f__Gallionellaceae,ASV 2391: 50a7befa8bae4a3ec8061c5467f457af:f__Gallionellaceae
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,g__Cupriavidus,ASV 2392: abb2ad3e60f352c7b849f25029ef5608:g__Cupriavidus
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,g__Cupriavidus,ASV 2393: 665c655667ce49009fcbd7a9675fc4f7:g__Cupriavidus
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,g__Cupriavidus,ASV 2394: 7cb1f49c6f5f55e3d1fdfa0922114a47:g__Cupriavidus
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,g__Cupriavidus,ASV 2395: 26f96daeebd8118aa4d87d7307ecaeb3:g__Cupriavidus
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,g__Cupriavidus,ASV 2396: 5e064246c9f3ce44b797cf41a4d828ae:g__Cupriavidus
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,g__Cupriavidus,ASV 2397: 9136b5100e95f4e9e0365b99b2248449:g__Cupriavidus
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,g__Cupriavidus,ASV 2398: 575a633026a9f7bfd39d674b2e181786:g__Cupriavidus
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,g__Cupriavidus,ASV 2399: 5a6f11040d008c41bb2db2153c5b9ec4:g__Cupriavidus
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus_metallidurans,ASV 2400: d27bd5c69e0010e507026deb3cc6f604:Cupriavidus_metallidurans
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,g__Polynucleobacter,ASV 2401: 1440aa21479491d87f95bf23978e8b19:g__Polynucleobacter
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,g__Polynucleobacter,ASV 2402: b0822daa4db1623e342b10e62e56bd91:g__Polynucleobacter
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus_metallidurans,ASV 2403: 68f40759f95a1d2c3f4e87c92f799808:Cupriavidus_metallidurans
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,f__Rhodocyclaceae,f__Rhodocyclaceae,ASV 2404: d80f276b0fafa1208752a526868568e5:f__Rhodocyclaceae
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Schlegelella,g__Schlegelella,ASV 2405: c33d45df191dade6bc337d40310e4499:g__Schlegelella
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Schlegelella,g__Schlegelella,ASV 2406: 5155d25e2e9b11309a2a0b1bbe553adb:g__Schlegelella
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Schlegelella,g__Schlegelella,ASV 2407: 5202184a7cece6f2eb6c6109405c19a1:g__Schlegelella
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Ellin6067,g__Ellin6067,ASV 2408: 799725e481032267805e59044cbb703e:g__Ellin6067
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Ellin6067,g__Ellin6067,ASV 2409: 587939633f0a5feeaf7cfcaed3d06296:g__Ellin6067
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Ellin6067,g__Ellin6067,ASV 2410: f7a8f7064c2de9fdb5fb9d21c6a26ff5:g__Ellin6067
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Ellin6067,g__Ellin6067,ASV 2411: dacb80a9cfd23b3a2fefba85654eeafe:g__Ellin6067
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Ellin6067,g__Ellin6067,ASV 2412: 6938df36554780b7905ab1639f2bfdf5:g__Ellin6067
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Ellin6067,g__Ellin6067,ASV 2413: a1c95653ecef388aba2cad82e48139fd:g__Ellin6067
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Ellin6067,g__Ellin6067,ASV 2414: 75c3a403def64ca61c9bfa251b35799d:g__Ellin6067
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Thauera,g__Thauera,ASV 2415: 94cd5577dfe2129a60a7ae45f51fa313:g__Thauera
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,mle1-7,g__mle1-7,ASV 2416: 4b2cbd559b1972dcda492eb31dcc7e01:g__mle1-7
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Hydrogenophilaceae,Tepidiphilus,g__Tepidiphilus,ASV 2417: b5f32b21912849ffcaaf52695cc63827:g__Tepidiphilus
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Hydrogenophilaceae,Tepidiphilus,g__Tepidiphilus,ASV 2418: 510fdd5c0c4cd2ad9c91e7858c777cf4:g__Tepidiphilus
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Hydrogenophilaceae,Hydrogenophilus,g__Hydrogenophilus,ASV 2419: 6848d5f88565f41d8c54f578b4732bda:g__Hydrogenophilus
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,DSSD61,g__DSSD61,ASV 2420: 9fe6f28c3f91fd68e1d1c4eb9aefdc71:g__DSSD61
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,DSSD61,g__DSSD61,ASV 2421: 1232695a14736e51b8d11c6075d561bd:g__DSSD61
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,DSSD61,g__DSSD61,ASV 2422: b20d9b4bc91bcdb85d8fdc947effb881:g__DSSD61
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,DSSD61,g__DSSD61,ASV 2423: e813c4af1af76ab04d6a5ea67081b204:g__DSSD61
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira,g__Nitrosospira,ASV 2424: 2f0e09ec348b4b192f55022d17025aa7:g__Nitrosospira
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,MND1,g__MND1,ASV 2425: 76d749e1136d84c244da6950fc3751ef:g__MND1
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,MND1,g__MND1,ASV 2426: a7c21fc9db1a2dc9bb501c41556e959a:g__MND1
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,MND1,g__MND1,ASV 2427: 131ab1f19fb730fe285f4ce33be1b426:g__MND1
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,MND1,g__MND1,ASV 2428: fd436c399dcb2da1dab54ec590e7ff64:g__MND1
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,MND1,g__MND1,ASV 2429: 2362858106b5b7f27765946f56b5274e:g__MND1
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,MND1,g__MND1,ASV 2430: 1d3add91cdb8b86d367f22d567480c70:g__MND1
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,MND1,g__MND1,ASV 2431: 435c3d5c85f6356707df7565b9122986:g__MND1
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,MND1,g__MND1,ASV 2432: a8392ba98a4f9279483167dd3ff6230b:g__MND1
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,MND1,g__MND1,ASV 2433: 4ef2e3e6bd8431a5b8594fd9dce4a67e:g__MND1
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,MND1,g__MND1,ASV 2434: f724585f33c0c4a63438cdbe44715784:g__MND1
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,MND1,g__MND1,ASV 2435: 37c87cb990a759b45f5b051e68f02bf3:g__MND1
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,MND1,g__MND1,ASV 2436: b4e7f6325d390119a8d05a7503fc2595:g__MND1
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,IS-44,g__IS-44,ASV 2437: 932cb99882d6c4454f8f07afa6737260:g__IS-44
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,f__Methylophilaceae,f__Methylophilaceae,ASV 2438: 223909db4cb430ab42e699cb4f643b05:f__Methylophilaceae
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,f__Methylophilaceae,f__Methylophilaceae,ASV 2439: c211084c827fce13b8cbf0ad18d81d49:f__Methylophilaceae
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,TRA3-20,TRA3-20,g__TRA3-20,ASV 2440: 80916427e84a46108b4dd4a49ee6f428:g__TRA3-20
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sulfuricellaceae,f__Sulfuricellaceae,f__Sulfuricellaceae,ASV 2441: 58df8709f0003ed2484ed835daab399b:f__Sulfuricellaceae
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Gallionellaceae,Gallionella,g__Gallionella,ASV 2442: 035bee499eb2fad0d2f77818c3f245b0:g__Gallionella
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,TRA3-20,TRA3-20,g__TRA3-20,ASV 2443: 27939a5c4767483f1c2b77ce60b7b119:g__TRA3-20
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,TRA3-20,TRA3-20,g__TRA3-20,ASV 2444: 767f246f4c08d3b1706c2c8586d37db7:g__TRA3-20
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,TRA3-20,TRA3-20,g__TRA3-20,ASV 2445: 49b14173b4545db23d1cc7f639dd05a5:g__TRA3-20
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,TRA3-20,TRA3-20,g__TRA3-20,ASV 2446: 77aea3dd6c2ed2eace467ef703abedfc:g__TRA3-20
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,TRA3-20,TRA3-20,g__TRA3-20,ASV 2447: 2cc51a0e0ea5a5f802da1f58fd4efbe8:g__TRA3-20
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,TRA3-20,TRA3-20,g__TRA3-20,ASV 2448: 03ecdd11383a16b053ed1b9d5b3abfa5:g__TRA3-20
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,TRA3-20,TRA3-20,g__TRA3-20,ASV 2449: 241f01c5e8cc1dba3eb3ce5fd70e6185:g__TRA3-20
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,TRA3-20,TRA3-20,g__TRA3-20,ASV 2450: 02a401a453febf917edd9f65c2ef01b8:g__TRA3-20
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,TRA3-20,TRA3-20,g__TRA3-20,ASV 2451: 8cf712598afbe7677356f024db10a48e:g__TRA3-20
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,TRA3-20,TRA3-20,g__TRA3-20,ASV 2452: b9393af49093eac7981a2be448a39073:g__TRA3-20
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,TRA3-20,TRA3-20,g__TRA3-20,ASV 2453: fd163918bd64ae48a8854c15757db780:g__TRA3-20
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,TRA3-20,TRA3-20,g__TRA3-20,ASV 2454: ae8edd1a9507e8f770e8dc34183e8e68:g__TRA3-20
Bacteria,Proteobacteria,Gammaproteobacteria,Competibacterales,Competibacteraceae,f__Competibacteraceae,f__Competibacteraceae,ASV 2455: 9d7e54cb97f83dac8d10dce1ad4ed5f6:f__Competibacteraceae
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dokdonella,g__Dokdonella,ASV 2456: c2239ed8bdebc88e15a655fae14e7f73:g__Dokdonella
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dokdonella,g__Dokdonella,ASV 2457: ca3d677521355deb098efccf63b44a2a:g__Dokdonella
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dokdonella,g__Dokdonella,ASV 2458: cf7e2d4783059702fb7427c97f7e93a5:g__Dokdonella
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dokdonella,g__Dokdonella,ASV 2459: 959c3ca94b7b99fb9532d51b0d2f9817:g__Dokdonella
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dokdonella,g__Dokdonella,ASV 2460: 17517d9cdec9073c19d0d6442a221423:g__Dokdonella
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dokdonella,g__Dokdonella,ASV 2461: 4e906e854d501a319e5c791dec524020:g__Dokdonella
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Chujaibacter,g__Chujaibacter,ASV 2462: 0f59e450293fa287ab5aa24a29d869b8:g__Chujaibacter
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Ahniella,g__Ahniella,ASV 2463: e138eab2142ec493b175fcbf5493cd8a:g__Ahniella
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,g__Rhodanobacter,ASV 2464: 3a2ab34352ad8fb4d872840b7bc3d400:g__Rhodanobacter
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,g__Rhodanobacter,ASV 2465: 47833cec3b2a32a1e9c3b9a453246eeb:g__Rhodanobacter
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,g__Rhodanobacter,ASV 2466: 918f187c620bbd2b2ed4752bbad306cf:g__Rhodanobacter
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,g__Rhodanobacter,ASV 2467: 05a1ba7367322e81d74f63fa02fcf83a:g__Rhodanobacter
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,g__Rhodanobacter,ASV 2468: 3797388f635fa24dea38e199cdf3edbd:g__Rhodanobacter
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,g__Rhodanobacter,ASV 2469: 57af7aeca4e0355d76ae8f2c27ed399e:g__Rhodanobacter
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,g__Rhodanobacter,ASV 2470: 0e654ae69a24e2ebf58e5361de99c23d:g__Rhodanobacter
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,g__Rhodanobacter,ASV 2471: 96ffd1b193fd83ed9455d7a6c0ee331b:g__Rhodanobacter
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,g__Rhodanobacter,ASV 2472: 6e476c1aad44a083fc1a5124deddd299:g__Rhodanobacter
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,g__Rhodanobacter,ASV 2473: 74b9be97ea2ab41b18c723f6ffefbbb5:g__Rhodanobacter
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,g__Rhodanobacter,ASV 2474: 3e940edb2a84f666b9e7e1d459697637:g__Rhodanobacter
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,g__Rhodanobacter,ASV 2475: f53fbeea07ceedec467ac977d91d3665:g__Rhodanobacter
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,g__Rhodanobacter,ASV 2476: 0e3f1eaf3d38b5a6b5711f79de0081db:g__Rhodanobacter
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,g__Rhodanobacter,ASV 2477: b64b0ae09f056fd7b3f8996d17254e9d:g__Rhodanobacter
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,g__Rhodanobacter,ASV 2478: d83927d07123673b78ce990d6c78b569:g__Rhodanobacter
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Frateuria,Frateuria_aurantia,ASV 2479: 41e8938e6225369eeb1f8b0e39cd8f96:Frateuria_aurantia
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Luteibacter,g__Luteibacter,ASV 2480: 5d0aabf293459de67eb6fccfcc87208f:g__Luteibacter
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,f__Rhodanobacteraceae,f__Rhodanobacteraceae,ASV 2481: 7bdcf883562401df7559424f92870f04:f__Rhodanobacteraceae
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella,g__Dyella,ASV 2482: 1e0f77be323a2eddcb63e9767c014a8e:g__Dyella
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella,g__Dyella,ASV 2483: 20d99b84b469d5694c2e45c7df89ad25:g__Dyella
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella,g__Dyella,ASV 2484: 3f238f137839038189ebf822caab463c:g__Dyella
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella,g__Dyella,ASV 2485: c036dcbc2bcd507a23ed66e5d9b6e82a:g__Dyella
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella,g__Dyella,ASV 2486: 4116280198b1a9eda70683b402441eae:g__Dyella
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella,g__Dyella,ASV 2487: a64f4cc02088315b9bf83b587011e25d:g__Dyella
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella,g__Dyella,ASV 2488: a68b5bec3d2e4b4b9100bd5522de1c3c:g__Dyella
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella,g__Dyella,ASV 2489: 09361cf69fe07a6e0145cb320bce6827:g__Dyella
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella,g__Dyella,ASV 2490: 893d744e89eec1686b6f06b52f25d3db:g__Dyella
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella,g__Dyella,ASV 2491: 19f91aa8d6fe33f898bc2a7f4b3f6a24:g__Dyella
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella,g__Dyella,ASV 2492: 7ec05793145d2c5c820839cfef32aa5b:g__Dyella
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella,g__Dyella,ASV 2493: f10925d8b690a2502fd0494ccdab32be:g__Dyella
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella,g__Dyella,ASV 2494: 256bea9813cf736e3ca814b91d140812:g__Dyella
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Luteibacter,g__Luteibacter,ASV 2495: 2768092ee8c2e4e447dc66392b4f441c:g__Luteibacter
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Luteibacter,g__Luteibacter,ASV 2496: 80c459a4f3cb8c1e2fada06afb7a885e:g__Luteibacter
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella,g__Dyella,ASV 2497: 7b722c3a5d791ef4c92b306e58690901:g__Dyella
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Frateuria,Frateuria_aurantia,ASV 2498: ddc4dda74deec2e03ba91294a8dc34bb:Frateuria_aurantia
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella,g__Dyella,ASV 2499: b3a48177c9073a28283c769911528645:g__Dyella
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,f__Rhodanobacteraceae,f__Rhodanobacteraceae,ASV 2500: fcf8870b122ebdbbc1d867baa8996175:f__Rhodanobacteraceae
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella,g__Dyella,ASV 2501: b2f31a0f73b1aaa7f6f332b8de1f8aa2:g__Dyella
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella,g__Dyella,ASV 2502: 6fe5eab1947723610e50c2ae1d37d6b6:g__Dyella
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Luteibacter,g__Luteibacter,ASV 2503: 7d553328be482f3c2017086c9eac767c:g__Luteibacter
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella,g__Dyella,ASV 2504: e129ee711d671873b17ca3fc9ab98f22:g__Dyella
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella,g__Dyella,ASV 2505: 75ec01204e6ee0814c748725ab4e3f56:g__Dyella
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,f__Rhodanobacteraceae,f__Rhodanobacteraceae,ASV 2506: a30bcdd3503dc748f7ecd260b640ba64:f__Rhodanobacteraceae
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,f__Rhodanobacteraceae,f__Rhodanobacteraceae,ASV 2507: 17fd6893fdb6cb9d3fe607095cfa721b:f__Rhodanobacteraceae
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella,g__Dyella,ASV 2508: 219d467b10bfe6972199859ce2961bb4:g__Dyella
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Luteibacter,g__Luteibacter,ASV 2509: 0b2657f40c44ed05bf756185caab9703:g__Luteibacter
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Luteibacter,g__Luteibacter,ASV 2510: 639b772d5793b804448df12ec59c9d51:g__Luteibacter
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Luteibacter,g__Luteibacter,ASV 2511: eb82116ff5f69a075a5baccdabd658c0:g__Luteibacter
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Luteibacter,g__Luteibacter,ASV 2512: dc0869936aa9e3680be80f462d1c0b1b:g__Luteibacter
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,g__Pseudomonas,ASV 2513: 64e894068589ab3904a32b0e2f722fad:g__Pseudomonas
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,g__Escherichia-Shigella,ASV 2514: 1255bacb8da92cbe891a10b384e95495:g__Escherichia-Shigella
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,g__Bacillus,ASV 2515: 2cc1ccb7c98a05e227d59d7ccefdd91e:g__Bacillus
Bacteria,Firmicutes,Bacilli,Bacillales,o__Bacillales,o__Bacillales,o__Bacillales,ASV 2516: 7cefd887068070d3c149f34f7ae5c2a5:o__Bacillales
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,g__Bacillus,ASV 2517: ec6186826e352d64776e6cd81a0dd9a6:g__Bacillus
Bacteria,Firmicutes,Bacilli,c__Bacilli,c__Bacilli,c__Bacilli,c__Bacilli,ASV 2518: 8f538935ebf126c30216cd0c185dbfc1:c__Bacilli
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,g__Ralstonia,ASV 2519: 21665491edd2b3cb69b422bd58987587:g__Ralstonia
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,IS-44,g__IS-44,ASV 2520: e1a36e2a8f018a2f46f5524cf6703df4:g__IS-44
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,g__Pseudomonas,ASV 2521: 72a628da2a977715f2d18395d212cd09:g__Pseudomonas
