level1	level2	level3	level4	level5	level6	freq
DIRECT EFFECTS	BIO-FERTILIZATION	Potassium solubilization	K-SOLUBILIZATION-ORGANIC_ACID_METABOLISM	K-SOLUBILISATION-OXALACETIC_ACID_BIOSYNTHESIS	mqo	1
DIRECT EFFECTS	BIO-FERTILIZATION	Potassium solubilization	K-SOLUBILIZATION-ORGANIC_ACID_METABOLISM	K-SOLUBILISATION-OXALACETIC_ACID_BIOSYNTHESIS	pckA	1
DIRECT EFFECTS	BIO-FERTILIZATION	Potassium solubilization	K-SOLUBILIZATION-ORGANIC_ACID_METABOLISM	K-SOLUBILISATION-OXALACETIC_ACID_BIOSYNTHESIS	pyc	2
DIRECT EFFECTS	BIO-FERTILIZATION	Potassium solubilization	K-SOLUBILIZATION-ORGANIC_ACID_METABOLISM	K-SOLUBILISATION-OXALACETIC_ACID_TRANSPORT	dctA	1
DIRECT EFFECTS	BIO-FERTILIZATION	Potassium solubilization	K-SOLUBILIZATION-ORGANIC_ACID_METABOLISM	K-SOLUBILISATION-PROPIONIC_ACID_BIOSYNTHESIS	ackA	2
DIRECT EFFECTS	BIO-FERTILIZATION	Potassium solubilization	K-SOLUBILIZATION-ORGANIC_ACID_METABOLISM	K-SOLUBILISATION-PROPIONIC_ACID_BIOSYNTHESIS	acs	3
DIRECT EFFECTS	BIO-FERTILIZATION	Potassium solubilization	K-SOLUBILIZATION-ORGANIC_ACID_METABOLISM	K-SOLUBILISATION-PROPIONIC_ACID_BIOSYNTHESIS	acuI|yhdH	1
DIRECT EFFECTS	BIO-FERTILIZATION	Potassium solubilization	K-SOLUBILIZATION-ORGANIC_ACID_METABOLISM	K-SOLUBILISATION-PROPIONIC_ACID_BIOSYNTHESIS	bcd	6
DIRECT EFFECTS	BIO-FERTILIZATION	Potassium solubilization	K-SOLUBILIZATION-ORGANIC_ACID_METABOLISM	K-SOLUBILISATION-PROPIONIC_ACID_BIOSYNTHESIS	mmdA	1
DIRECT EFFECTS	BIO-FERTILIZATION	Potassium solubilization	K-SOLUBILIZATION-ORGANIC_ACID_METABOLISM	K-SOLUBILISATION-PROPIONIC_ACID_BIOSYNTHESIS	mmsA|iolA	2
DIRECT EFFECTS	BIO-FERTILIZATION	Potassium solubilization	K-SOLUBILIZATION-ORGANIC_ACID_METABOLISM	K-SOLUBILISATION-PROPIONIC_ACID_BIOSYNTHESIS	pta	1
DIRECT EFFECTS	BIO-FERTILIZATION	Potassium solubilization	K-SOLUBILIZATION-ORGANIC_ACID_METABOLISM	K-SOLUBILISATION-PYRUVIC_ACID_BIOSYNTHESIS	cuyA	1
DIRECT EFFECTS	BIO-FERTILIZATION	Potassium solubilization	K-SOLUBILIZATION-ORGANIC_ACID_METABOLISM	K-SOLUBILISATION-PYRUVIC_ACID_BIOSYNTHESIS	dapA|mosA	3
DIRECT EFFECTS	BIO-FERTILIZATION	Potassium solubilization	K-SOLUBILIZATION-ORGANIC_ACID_METABOLISM	K-SOLUBILISATION-PYRUVIC_ACID_BIOSYNTHESIS	dat	1
DIRECT EFFECTS	BIO-FERTILIZATION	Potassium solubilization	K-SOLUBILIZATION-ORGANIC_ACID_METABOLISM	K-SOLUBILISATION-PYRUVIC_ACID_BIOSYNTHESIS	dgaF	1
DIRECT EFFECTS	BIO-FERTILIZATION	Potassium solubilization	K-SOLUBILIZATION-ORGANIC_ACID_METABOLISM	K-SOLUBILISATION-PYRUVIC_ACID_BIOSYNTHESIS	dld	6
DIRECT EFFECTS	BIO-FERTILIZATION	Potassium solubilization	K-SOLUBILIZATION-ORGANIC_ACID_METABOLISM	K-SOLUBILISATION-PYRUVIC_ACID_BIOSYNTHESIS	dsdA	1
DIRECT EFFECTS	BIO-FERTILIZATION	Potassium solubilization	K-SOLUBILIZATION-ORGANIC_ACID_METABOLISM	K-SOLUBILISATION-PYRUVIC_ACID_BIOSYNTHESIS	eda	2
DIRECT EFFECTS	BIO-FERTILIZATION	Potassium solubilization	K-SOLUBILIZATION-ORGANIC_ACID_METABOLISM	K-SOLUBILISATION-PYRUVIC_ACID_BIOSYNTHESIS	hpaF	5
DIRECT EFFECTS	BIO-FERTILIZATION	Potassium solubilization	K-SOLUBILIZATION-ORGANIC_ACID_METABOLISM	K-SOLUBILISATION-PYRUVIC_ACID_BIOSYNTHESIS	ilvA|tdcB	2
DIRECT EFFECTS	BIO-FERTILIZATION	Potassium solubilization	K-SOLUBILIZATION-ORGANIC_ACID_METABOLISM	K-SOLUBILISATION-PYRUVIC_ACID_BIOSYNTHESIS	ligK|galC	1
DIRECT EFFECTS	BIO-FERTILIZATION	Potassium solubilization	K-SOLUBILIZATION-ORGANIC_ACID_METABOLISM	K-SOLUBILISATION-PYRUVIC_ACID_BIOSYNTHESIS	maeA|sfcA|ywkA	1
DIRECT EFFECTS	BIO-FERTILIZATION	Potassium solubilization	K-SOLUBILIZATION-ORGANIC_ACID_METABOLISM	K-SOLUBILISATION-PYRUVIC_ACID_BIOSYNTHESIS	mccB	1
DIRECT EFFECTS	BIO-FERTILIZATION	Potassium solubilization	K-SOLUBILIZATION-ORGANIC_ACID_METABOLISM	K-SOLUBILISATION-PYRUVIC_ACID_BIOSYNTHESIS	metC	3
DIRECT EFFECTS	BIO-FERTILIZATION	Potassium solubilization	K-SOLUBILIZATION-ORGANIC_ACID_METABOLISM	K-SOLUBILISATION-PYRUVIC_ACID_BIOSYNTHESIS	mhpE	1
DIRECT EFFECTS	BIO-FERTILIZATION	Potassium solubilization	K-SOLUBILIZATION-ORGANIC_ACID_METABOLISM	K-SOLUBILISATION-PYRUVIC_ACID_BIOSYNTHESIS	nagK	1
DIRECT EFFECTS	BIO-FERTILIZATION	Potassium solubilization	K-SOLUBILIZATION-ORGANIC_ACID_METABOLISM	K-SOLUBILISATION-PYRUVIC_ACID_BIOSYNTHESIS	patB|malY	1
DIRECT EFFECTS	BIO-FERTILIZATION	Potassium solubilization	K-SOLUBILIZATION-ORGANIC_ACID_METABOLISM	K-SOLUBILISATION-PYRUVIC_ACID_BIOSYNTHESIS	ptsI	1
DIRECT EFFECTS	BIO-FERTILIZATION	Potassium solubilization	K-SOLUBILIZATION-ORGANIC_ACID_METABOLISM	K-SOLUBILISATION-PYRUVIC_ACID_BIOSYNTHESIS	pyk	1
DIRECT EFFECTS	BIO-FERTILIZATION	Potassium solubilization	K-SOLUBILIZATION-ORGANIC_ACID_METABOLISM	K-SOLUBILISATION-PYRUVIC_ACID_BIOSYNTHESIS	sdaA|sdaB|tdcG	5
DIRECT EFFECTS	BIO-FERTILIZATION	Potassium solubilization	K-SOLUBILIZATION-ORGANIC_ACID_METABOLISM	K-SOLUBILISATION-PYRUVIC_ACID_BIOSYNTHESIS	sseA	2
DIRECT EFFECTS	BIO-FERTILIZATION	Potassium solubilization	K-SOLUBILIZATION-ORGANIC_ACID_METABOLISM	K-SOLUBILISATION-PYRUVIC_ACID_BIOSYNTHESIS	tpav|bioA|yhxA	2
DIRECT EFFECTS	BIO-FERTILIZATION	Potassium solubilization	K-SOLUBILIZATION-ORGANIC_ACID_METABOLISM	K-SOLUBILISATION-PYRUVIC_ACID_BIOSYNTHESIS	ttuC|dmlA	1
DIRECT EFFECTS	BIO-FERTILIZATION	Potassium solubilization	K-SOLUBILIZATION-ORGANIC_ACID_METABOLISM	K-SOLUBILISATION-PYRUVIC_ACID_BIOSYNTHESIS	yjhH|yagE	1
DIRECT EFFECTS	BIO-FERTILIZATION	Potassium solubilization	K-SOLUBILIZATION-ORGANIC_ACID_METABOLISM	K-SOLUBILISATION-SUCCINIC_ACID_ACID_BIOSYNTHESIS	aarC|cat1	1
DIRECT EFFECTS	BIO-FERTILIZATION	Potassium solubilization	K-SOLUBILIZATION-ORGANIC_ACID_METABOLISM	K-SOLUBILISATION-SUCCINIC_ACID_ACID_BIOSYNTHESIS	aceA	1
DIRECT EFFECTS	BIO-FERTILIZATION	Potassium solubilization	K-SOLUBILIZATION-ORGANIC_ACID_METABOLISM	K-SOLUBILISATION-SUCCINIC_ACID_ACID_BIOSYNTHESIS	frdA	5
DIRECT EFFECTS	BIO-FERTILIZATION	Potassium solubilization	K-SOLUBILIZATION-ORGANIC_ACID_METABOLISM	K-SOLUBILISATION-SUCCINIC_ACID_ACID_BIOSYNTHESIS	gabD	7
DIRECT EFFECTS	BIO-FERTILIZATION	Potassium solubilization	K-SOLUBILIZATION-ORGANIC_ACID_METABOLISM	K-SOLUBILISATION-SUCCINIC_ACID_ACID_BIOSYNTHESIS	hpaI|hpcH	1
DIRECT EFFECTS	BIO-FERTILIZATION	Potassium solubilization	K-SOLUBILIZATION-ORGANIC_ACID_METABOLISM	K-SOLUBILISATION-SUCCINIC_ACID_ACID_BIOSYNTHESIS	icd	1
DIRECT EFFECTS	BIO-FERTILIZATION	Potassium solubilization	K-SOLUBILIZATION-ORGANIC_ACID_METABOLISM	K-SOLUBILISATION-SUCCINIC_ACID_ACID_BIOSYNTHESIS	korA|oorA|oforA	1
DIRECT EFFECTS	BIO-FERTILIZATION	Potassium solubilization	K-SOLUBILIZATION-ORGANIC_ACID_METABOLISM	K-SOLUBILISATION-SUCCINIC_ACID_ACID_BIOSYNTHESIS	korB|oorB|oforB	1
DIRECT EFFECTS	BIO-FERTILIZATION	Potassium solubilization	K-SOLUBILIZATION-ORGANIC_ACID_METABOLISM	K-SOLUBILISATION-SUCCINIC_ACID_ACID_BIOSYNTHESIS	prpB	1
DIRECT EFFECTS	BIO-FERTILIZATION	Potassium solubilization	K-SOLUBILIZATION-ORGANIC_ACID_METABOLISM	K-SOLUBILISATION-SUCCINIC_ACID_ACID_BIOSYNTHESIS	sucA	1
DIRECT EFFECTS	BIO-FERTILIZATION	Potassium solubilization	K-SOLUBILIZATION-ORGANIC_ACID_METABOLISM	K-SOLUBILISATION-SUCCINIC_ACID_ACID_BIOSYNTHESIS	sucB	2
DIRECT EFFECTS	BIO-FERTILIZATION	Potassium solubilization	K-SOLUBILIZATION-ORGANIC_ACID_METABOLISM	K-SOLUBILISATION-SUCCINIC_ACID_ACID_BIOSYNTHESIS	sucD	1
DIRECT EFFECTS	BIO-FERTILIZATION	Potassium solubilization	K-SOLUBILIZATION-ORGANIC_ACID_METABOLISM	K-SOLUBILISATION-SUCCINIC_ACID_ACID_TRANSPORT	dctA	1
DIRECT EFFECTS	BIO-FERTILIZATION	Potassium solubilization	K-SOLUBILIZATION-ORGANIC_ACID_METABOLISM	K-SOLUBILISATION-TARTARIC_ACID_BIOSYNTHESIS	ttuC|dmlA	1
DIRECT EFFECTS	BIO-FERTILIZATION	Potassium solubilization	K-SOLUBILIZATION-ORGANIC_ACID_METABOLISM	K-SOLUBILISATION-TARTARIC_ACID_TRANSPORT	dctA	1
DIRECT EFFECTS	BIO-FERTILIZATION	Potassium solubilization	K-SOLUBILIZATION-ORGANIC_ACID_METABOLISM	K-SOLUBILISATION-VALERIC_ACID_BIOSYNTHESIS	ilvD	2
DIRECT EFFECTS	BIO-FERTILIZATION	Potassium solubilization	K-SOLUBILIZATION-ORGANIC_ACID_METABOLISM	K-SOLUBILISATION-VALERIC_ACID_BIOSYNTHESIS	paaF|echA	3
DIRECT EFFECTS	BIO-FERTILIZATION	Potassium solubilization	K-SOLUBILIZATION-POTASSIUM_TRANSPORT	K-SOLUBILIZATION-KDP-UPTAKE_SYSTEM	kdpA	1
DIRECT EFFECTS	BIO-FERTILIZATION	Potassium solubilization	K-SOLUBILIZATION-POTASSIUM_TRANSPORT	K-SOLUBILIZATION-KDP-UPTAKE_SYSTEM	kdpB	1
DIRECT EFFECTS	BIO-FERTILIZATION	Potassium solubilization	K-SOLUBILIZATION-POTASSIUM_TRANSPORT	K-SOLUBILIZATION-KDP-UPTAKE_SYSTEM	kdpC	1
DIRECT EFFECTS	BIO-FERTILIZATION	Potassium solubilization	K-SOLUBILIZATION-POTASSIUM_TRANSPORT	K-SOLUBILIZATION-KDP-UPTAKE_SYSTEM	kdpD	1
DIRECT EFFECTS	BIO-FERTILIZATION	Potassium solubilization	K-SOLUBILIZATION-POTASSIUM_TRANSPORT	K-SOLUBILIZATION-TRK-UPTAKE_SYSTEM	kch|trkA|mthK|pch	3
DIRECT EFFECTS	BIO-FERTILIZATION	Potassium solubilization	K-SOLUBILIZATION-POTASSIUM_TRANSPORT	K-SOLUBILIZATION-TRK-UPTAKE_SYSTEM	trkA|ktrA	2
DIRECT EFFECTS	BIO-FERTILIZATION	Potassium solubilization	K-SOLUBILIZATION-POTASSIUM_TRANSPORT	K-SOLUBILIZATION-TRK-UPTAKE_SYSTEM	trkG|trkH|ktrB	3
DIRECT EFFECTS	BIO-FERTILIZATION	Sulfur assimilation or mineralization	S-ASSSIMILATION-SULFUR_METABOLISM	S-METABOLISM-ALKANESULFONATE_DEGRADATION	ssuD	4
DIRECT EFFECTS	BIO-FERTILIZATION	Sulfur assimilation or mineralization	S-ASSSIMILATION-SULFUR_METABOLISM	S-METABOLISM-ALKANESULFONATE_DEGRADATION	ssuE	1
DIRECT EFFECTS	BIO-FERTILIZATION	Sulfur assimilation or mineralization	S-ASSSIMILATION-SULFUR_METABOLISM	S-METABOLISM-ALKANESULFONATE_TRANSPORT	ssuA	2
DIRECT EFFECTS	BIO-FERTILIZATION	Sulfur assimilation or mineralization	S-ASSSIMILATION-SULFUR_METABOLISM	S-METABOLISM-ALKANESULFONATE_TRANSPORT	ssuB	2
DIRECT EFFECTS	BIO-FERTILIZATION	Sulfur assimilation or mineralization	S-ASSSIMILATION-SULFUR_METABOLISM	S-METABOLISM-ALKANESULFONATE_TRANSPORT	ssuC	2
DIRECT EFFECTS	BIO-FERTILIZATION	Sulfur assimilation or mineralization	S-ASSSIMILATION-SULFUR_METABOLISM	S-METABOLISM-DMS_DEGRADATION	dmdB	2
DIRECT EFFECTS	BIO-FERTILIZATION	Sulfur assimilation or mineralization	S-ASSSIMILATION-SULFUR_METABOLISM	S-METABOLISM-SULFATE_REDUCTION	cysC	1
DIRECT EFFECTS	BIO-FERTILIZATION	Sulfur assimilation or mineralization	S-ASSSIMILATION-SULFUR_METABOLISM	S-METABOLISM-SULFATE_REDUCTION	cysH	1
DIRECT EFFECTS	BIO-FERTILIZATION	Sulfur assimilation or mineralization	S-ASSSIMILATION-SULFUR_METABOLISM	S-METABOLISM-SULFATE_REDUCTION	cysI	1
DIRECT EFFECTS	BIO-FERTILIZATION	Sulfur assimilation or mineralization	S-ASSSIMILATION-SULFUR_METABOLISM	S-METABOLISM-SULFATE_REDUCTION	cysJ	1
DIRECT EFFECTS	BIO-FERTILIZATION	Sulfur assimilation or mineralization	S-ASSSIMILATION-SULFUR_METABOLISM	S-METABOLISM-SULFATE_REDUCTION	cysK	3
DIRECT EFFECTS	BIO-FERTILIZATION	Sulfur assimilation or mineralization	S-ASSSIMILATION-SULFUR_METABOLISM	S-METABOLISM-SULFATE_REDUCTION	sat|met3	1
DIRECT EFFECTS	BIO-FERTILIZATION	Sulfur assimilation or mineralization	S-ASSSIMILATION-SULFUR_METABOLISM	S-METABOLISM-SULFATE_TRANSPORT	TC_SULP	4
DIRECT EFFECTS	BIO-FERTILIZATION	Sulfur assimilation or mineralization	S-ASSSIMILATION-SULFUR_METABOLISM	S-METABOLISM-SULFATE_TRANSPORT	cysA	1
DIRECT EFFECTS	BIO-FERTILIZATION	Sulfur assimilation or mineralization	S-ASSSIMILATION-SULFUR_METABOLISM	S-METABOLISM-SULFATE_TRANSPORT	cysT|cysU	1
DIRECT EFFECTS	BIO-FERTILIZATION	Sulfur assimilation or mineralization	S-ASSSIMILATION-SULFUR_METABOLISM	S-METABOLISM-SULFATE_TRANSPORT	cysW	1
DIRECT EFFECTS	BIO-FERTILIZATION	Sulfur assimilation or mineralization	S-ASSSIMILATION-SULFUR_METABOLISM	S-METABOLISM-SULFATE_TRANSPORT	sbp	1
DIRECT EFFECTS	BIO-FERTILIZATION	Sulfur assimilation or mineralization	S-ASSSIMILATION-SULFUR_METABOLISM	S-METABOLISM-SULFUR_HOMEOSTASIS	nifS|iscS	4
DIRECT EFFECTS	BIO-FERTILIZATION	Sulfur assimilation or mineralization	S-ASSSIMILATION-SULFUR_METABOLISM	S-METABOLISM-SULFUR_HOMEOSTASIS	sseA	2
DIRECT EFFECTS	BIO-FERTILIZATION	Sulfur assimilation or mineralization	S-ASSSIMILATION-SULFUR_METABOLISM	S-METABOLISM-SULFUR_REGULATION	cysB	1
DIRECT EFFECTS	BIO-FERTILIZATION	Sulfur assimilation or mineralization	S-ASSSIMILATION-SULFUR_METABOLISM	S-METABOLISM-SULFUR_REGULATION	cysE	1
DIRECT EFFECTS	BIO-FERTILIZATION	Sulfur assimilation or mineralization	S-ASSSIMILATION-SULFUR_METABOLISM	S-METABOLISM-SULFUR_REGULATION	cysS	1
DIRECT EFFECTS	BIO-FERTILIZATION	Sulfur assimilation or mineralization	S-ASSSIMILATION-SULFUR_METABOLISM	S-METABOLISM-TAURINE_DEGRADATION	ggt	3
DIRECT EFFECTS	BIO-REMEDIATION	Fluoride detoxification	FLUORIDE_RESISTANCE	FLUORIDE_RESISTANCE-FLUORIDE_TRANSPORT	TC_CIC|eriC	1
DIRECT EFFECTS	BIO-REMEDIATION	Fluoride detoxification	FLUORIDE_RESISTANCE	FLUORIDE_RESISTANCE-FLUORIDE_TRANSPORT	crcB	2
DIRECT EFFECTS	BIO-REMEDIATION	Heavy metal detoxification	HEAVY_METAL_ANTIMONY_RESISTANCE	ANTIMONY_RESISTANCE-ANTIMONY_HOMEOSTASIS	iscR	2
DIRECT EFFECTS	BIO-REMEDIATION	Heavy metal detoxification	HEAVY_METAL_ANTIMONY_RESISTANCE	ANTIMONY_RESISTANCE-ANTIMONY_TRANSPORT	glpF|pduF	1
DIRECT EFFECTS	BIO-REMEDIATION	Heavy metal detoxification	HEAVY_METAL_ANTIMONY_RESISTANCE	ANTIMONY_RESISTANCE_SYSTEM	arsB|arsenical_pump_membrane_protein	1
DIRECT EFFECTS	BIO-REMEDIATION	Heavy metal detoxification	HEAVY_METAL_ANTIMONY_RESISTANCE	ANTIMONY_RESISTANCE_SYSTEM	arsC	1
DIRECT EFFECTS	BIO-REMEDIATION	Heavy metal detoxification	HEAVY_METAL_ANTIMONY_RESISTANCE	ANTIMONY_RESISTANCE_SYSTEM	arsC1	1
DIRECT EFFECTS	BIO-REMEDIATION	Heavy metal detoxification	HEAVY_METAL_ANTIMONY_RESISTANCE	ANTIMONY_RESISTANCE_SYSTEM	arsR	6
DIRECT EFFECTS	BIO-REMEDIATION	Heavy metal detoxification	HEAVY_METAL_ARSENIC_RESISTANCE	ARSENIC_RESISTANCE-ARSENIC_TRANSPORT	glpF|pduF	1
DIRECT EFFECTS	BIO-REMEDIATION	Heavy metal detoxification	HEAVY_METAL_ARSENIC_RESISTANCE	ARSENIC_RESISTANCE-ARSENITE_OXIDASE_SYSTEM_AOX	aoxS	1
DIRECT EFFECTS	BIO-REMEDIATION	Heavy metal detoxification	HEAVY_METAL_ARSENIC_RESISTANCE	ARSENIC_RESISTANCE-PST-PHO-PIT_TRANSPORT_SYSTEM	phoU|phoY	2
DIRECT EFFECTS	BIO-REMEDIATION	Heavy metal detoxification	HEAVY_METAL_ARSENIC_RESISTANCE	ARSENIC_RESISTANCE-PST-PHO-PIT_TRANSPORT_SYSTEM	pstA	1
DIRECT EFFECTS	BIO-REMEDIATION	Heavy metal detoxification	HEAVY_METAL_ARSENIC_RESISTANCE	ARSENIC_RESISTANCE-PST-PHO-PIT_TRANSPORT_SYSTEM	pstB|phoT	1
DIRECT EFFECTS	BIO-REMEDIATION	Heavy metal detoxification	HEAVY_METAL_ARSENIC_RESISTANCE	ARSENIC_RESISTANCE-PST-PHO-PIT_TRANSPORT_SYSTEM	pstC|phoW	1
DIRECT EFFECTS	BIO-REMEDIATION	Heavy metal detoxification	HEAVY_METAL_ARSENIC_RESISTANCE	ARSENIC_RESISTANCE-PST-PHO-PIT_TRANSPORT_SYSTEM	pstS|phoS	1
DIRECT EFFECTS	BIO-REMEDIATION	Heavy metal detoxification	HEAVY_METAL_ARSENIC_RESISTANCE	ARSENIC_RESISTANCE_SYSTEM	arsB|arsenical_pump_membrane_protein	1
DIRECT EFFECTS	BIO-REMEDIATION	Heavy metal detoxification	HEAVY_METAL_ARSENIC_RESISTANCE	ARSENIC_RESISTANCE_SYSTEM	arsC	1
DIRECT EFFECTS	BIO-REMEDIATION	Heavy metal detoxification	HEAVY_METAL_ARSENIC_RESISTANCE	ARSENIC_RESISTANCE_SYSTEM	arsC1	1
DIRECT EFFECTS	BIO-REMEDIATION	Heavy metal detoxification	HEAVY_METAL_ARSENIC_RESISTANCE	ARSENIC_RESISTANCE_SYSTEM	arsR	6
DIRECT EFFECTS	BIO-REMEDIATION	Heavy metal detoxification	HEAVY_METAL_BISMUTH_RESISTANCE	BISMUTH_RESISTANCE-BISMUTH_HOMEOSTASIS	arsR	6
DIRECT EFFECTS	BIO-REMEDIATION	Heavy metal detoxification	HEAVY_METAL_BISMUTH_RESISTANCE	BISMUTH_RESISTANCE-BISMUTH_HOMEOSTASIS	cadC|smtB	1
DIRECT EFFECTS	BIO-REMEDIATION	Heavy metal detoxification	HEAVY_METAL_CADMIUM_RESISTANCE	CADMIUM_RESISTANCE-CADMIUM_HOMEOSTASIS	cadC|smtB	1
DIRECT EFFECTS	BIO-REMEDIATION	Heavy metal detoxification	HEAVY_METAL_CADMIUM_RESISTANCE	CADMIUM_RESISTANCE-CADMIUM_TRANSPORT	czcD|zitB|yrdO	3
DIRECT EFFECTS	BIO-REMEDIATION	Heavy metal detoxification	HEAVY_METAL_CADMIUM_RESISTANCE	CADMIUM_RESISTANCE-CADMIUM_TRANSPORT	zntA|cadA	2
DIRECT EFFECTS	BIO-REMEDIATION	Heavy metal detoxification	HEAVY_METAL_CHROMATE_RESISTANCE	CHROMATE_RESISTANCE-CHR_TRANSPORT_SYSTEM	chrC|sodB|sodA	2
DIRECT EFFECTS	BIO-REMEDIATION	Heavy metal detoxification	HEAVY_METAL_CHROMATE_RESISTANCE	CHROMATE_RESISTANCE-CHR_TRANSPORT_SYSTEM	chrR	2
DIRECT EFFECTS	BIO-REMEDIATION	Heavy metal detoxification	HEAVY_METAL_CHROMATE_RESISTANCE	CHROMATE_RESISTANCE-CHR_TRANSPORT_SYSTEM	chrS	3
DIRECT EFFECTS	BIO-REMEDIATION	Heavy metal detoxification	HEAVY_METAL_COBALT_RESISTANCE	COBALT_RESISTANCE-CBI_TRANSPORT_SYSTEM	cbiL	1
DIRECT EFFECTS	BIO-REMEDIATION	Heavy metal detoxification	HEAVY_METAL_COBALT_RESISTANCE	COBALT_RESISTANCE-CBI_TRANSPORT_SYSTEM	cbiM	1
DIRECT EFFECTS	BIO-REMEDIATION	Heavy metal detoxification	HEAVY_METAL_COBALT_RESISTANCE	COBALT_RESISTANCE-CBI_TRANSPORT_SYSTEM	cbiO	3
DIRECT EFFECTS	BIO-REMEDIATION	Heavy metal detoxification	HEAVY_METAL_COBALT_RESISTANCE	COBALT_RESISTANCE-CBI_TRANSPORT_SYSTEM	cbiQ	1
DIRECT EFFECTS	BIO-REMEDIATION	Heavy metal detoxification	HEAVY_METAL_COBALT_RESISTANCE	COBALT_RESISTANCE-COBALT_HOMEOSTASIS	cbiA	1
DIRECT EFFECTS	BIO-REMEDIATION	Heavy metal detoxification	HEAVY_METAL_COBALT_RESISTANCE	COBALT_RESISTANCE-COBALT_HOMEOSTASIS	cbiB|cobD	1
DIRECT EFFECTS	BIO-REMEDIATION	Heavy metal detoxification	HEAVY_METAL_COBALT_RESISTANCE	COBALT_RESISTANCE-COBALT_HOMEOSTASIS	cbiC	1
DIRECT EFFECTS	BIO-REMEDIATION	Heavy metal detoxification	HEAVY_METAL_COBALT_RESISTANCE	COBALT_RESISTANCE-COBALT_HOMEOSTASIS	cbiD	1
DIRECT EFFECTS	BIO-REMEDIATION	Heavy metal detoxification	HEAVY_METAL_COBALT_RESISTANCE	COBALT_RESISTANCE-COBALT_HOMEOSTASIS	cbiF	1
DIRECT EFFECTS	BIO-REMEDIATION	Heavy metal detoxification	HEAVY_METAL_COBALT_RESISTANCE	COBALT_RESISTANCE-COBALT_HOMEOSTASIS	cbiG	1
DIRECT EFFECTS	BIO-REMEDIATION	Heavy metal detoxification	HEAVY_METAL_COBALT_RESISTANCE	COBALT_RESISTANCE-COBALT_HOMEOSTASIS	cbiJ	1
DIRECT EFFECTS	BIO-REMEDIATION	Heavy metal detoxification	HEAVY_METAL_COBALT_RESISTANCE	COBALT_RESISTANCE-COBALT_HOMEOSTASIS	cobA|btuR	2
DIRECT EFFECTS	BIO-REMEDIATION	Heavy metal detoxification	HEAVY_METAL_COBALT_RESISTANCE	COBALT_RESISTANCE-COBALT_HOMEOSTASIS	cobC|phpB	1
DIRECT EFFECTS	BIO-REMEDIATION	Heavy metal detoxification	HEAVY_METAL_COBALT_RESISTANCE	COBALT_RESISTANCE-COBALT_HOMEOSTASIS	cobP|cobU	2
DIRECT EFFECTS	BIO-REMEDIATION	Heavy metal detoxification	HEAVY_METAL_COBALT_RESISTANCE	COBALT_RESISTANCE-COBALT_HOMEOSTASIS	cobQ|cbiP	1
DIRECT EFFECTS	BIO-REMEDIATION	Heavy metal detoxification	HEAVY_METAL_COBALT_RESISTANCE	COBALT_RESISTANCE-COBALT_HOMEOSTASIS	cobS|cobV	1
DIRECT EFFECTS	BIO-REMEDIATION	Heavy metal detoxification	HEAVY_METAL_COBALT_RESISTANCE	COBALT_RESISTANCE-COBALT_HOMEOSTASIS	cobU|cobT	2
DIRECT EFFECTS	BIO-REMEDIATION	Heavy metal detoxification	HEAVY_METAL_COBALT_RESISTANCE	COBALT_RESISTANCE-COBALT_HOMEOSTASIS	rhnA_cobC	1
DIRECT EFFECTS	BIO-REMEDIATION	Heavy metal detoxification	HEAVY_METAL_COBALT_RESISTANCE	COBALT_RESISTANCE-COBALT_TRANSPORT	czcD|zitB|yrdO	3
DIRECT EFFECTS	BIO-REMEDIATION	Heavy metal detoxification	HEAVY_METAL_COPPER_RESISTANCE	COPPER_RESISTANCE-COPPER_TRANSPORT	copA|ctpA	1
DIRECT EFFECTS	BIO-REMEDIATION	Heavy metal detoxification	HEAVY_METAL_COPPER_RESISTANCE	COPPER_RESISTANCE-COPPER_TRANSPORT	cutC	1
DIRECT EFFECTS	BIO-REMEDIATION	Heavy metal detoxification	HEAVY_METAL_COPPER_RESISTANCE	COPPER_RESISTANCE-COPPER_TRANSPORT	ycnJ	1
DIRECT EFFECTS	BIO-REMEDIATION	Heavy metal detoxification	HEAVY_METAL_COPPER_RESISTANCE	COPPER_RESISTANCE-RELATED_FUNCTIONS	csoR|ricR	3
DIRECT EFFECTS	BIO-REMEDIATION	Heavy metal detoxification	HEAVY_METAL_COPPER_RESISTANCE	COPPER_RESISTANCE-RELATED_FUNCTIONS	cueR	2
DIRECT EFFECTS	BIO-REMEDIATION	Heavy metal detoxification	HEAVY_METAL_COPPER_RESISTANCE	COPPER_RESISTANCE-RELATED_FUNCTIONS	mhqA|mhqE|mhqO|yaiA	3
DIRECT EFFECTS	BIO-REMEDIATION	Heavy metal detoxification	HEAVY_METAL_COPPER_RESISTANCE	COPPER_RESISTANCE_MEDIATION	ATOX1|ATX1|copZ|golB	1
DIRECT EFFECTS	BIO-REMEDIATION	Heavy metal detoxification	HEAVY_METAL_COPPER_RESISTANCE	COPPER_RESISTANCE_MEDIATION	comR|ycfQ	3
DIRECT EFFECTS	BIO-REMEDIATION	Heavy metal detoxification	HEAVY_METAL_COPPER_RESISTANCE	COPPER_RESISTANCE_MEDIATION	cusR|copR|silR	3
